ห้องที่,ชุดที่,ลำดับที่,จังหวัด,เขต,ชื่อ - นามสกุล,บัตรประชาชน
2,5,224,จังหวัดเพชรบุรี,5,abc123869,1111111111525
2,8,128,จังหวัดเพชรบูรณ์,11,abc123870,1111111111526
1,2,52,จังหวัดแพร่,14,abc123871,1111111111527
1,3,702,จังหวัดภูเก็ต,12,abc123872,1111111111528
1,11,721,จังหวัดมหาสารคาม,10,abc123873,1111111111529
2,13,746,จังหวัดมุกดาหาร,4,abc123874,1111111111530
1,2,157,จังหวัดแม่ฮ่องสอน,11,abc123875,1111111111531
1,6,346,จังหวัดยโสธร,3,abc123876,1111111111532
1,13,896,จังหวัดยะลา,13,abc123877,1111111111533
1,2,346,จังหวัดร้อยเอ็ด,12,abc123878,1111111111534
1,10,303,จังหวัดระนอง,12,abc123879,1111111111535
2,12,597,จังหวัดระยอง,3,abc123880,1111111111536
1,5,829,จังหวัดราชบุรี,7,abc123881,1111111111537
1,1,306,จังหวัดลพบุรี,11,abc123882,1111111111538
1,3,158,จังหวัดลำปาง,12,abc123883,1111111111539
1,11,943,จังหวัดลำพูน,14,abc123884,1111111111540
1,9,892,จังหวัดเลย,1,abc123885,1111111111541
2,1,349,จังหวัดศรีสะเกษ,14,abc123886,1111111111542
1,14,519,จังหวัดสกลนคร,5,abc123887,1111111111543
2,6,857,จังหวัดสงขลา,7,abc123888,1111111111544
2,8,191,จังหวัดสตูล,4,abc123889,1111111111545
1,13,788,จังหวัดสมุทรปราการ,10,abc123890,1111111111546
2,1,457,จังหวัดสมุทรสงคราม,10,abc123891,1111111111547
1,9,152,จังหวัดสมุทรสาคร,9,abc123892,1111111111548
2,10,229,จังหวัดสระแก้ว,3,abc123893,1111111111549
2,14,795,จังหวัดหนองบัวลำภู,3,abc123894,1111111111550
1,13,95,จังหวัดสระบุรี,10,abc123895,1111111111551
2,13,193,จังหวัดสิงห์บุรี,11,abc123896,1111111111552
2,7,628,จังหวัดสุโขทัย,14,abc123897,1111111111553
2,2,424,จังหวัดสุพรรณบุรี,7,abc123898,1111111111554
2,5,701,จังหวัดสุราษฎร์ธานี,6,abc123899,1111111111555
2,2,189,จังหวัดสุรินทร์,2,abc123900,1111111111556
2,4,409,จังหวัดหนองคาย,14,abc123901,1111111111557
2,7,648,จังหวัดอ่างทอง,2,abc123902,1111111111558
1,8,36,จังหวัดอำนาจเจริญ,3,abc123903,1111111111559
1,5,55,จังหวัดอุดรธานี,13,abc123904,1111111111560
2,6,432,จังหวัดอุตรดิตถ์,8,abc123905,1111111111561
1,9,932,จังหวัดอุทัยธานี,10,abc123906,1111111111562
1,10,53,จังหวัดอุบลราชธานี,13,abc123907,1111111111563
1,1,765,จังหวัดกระบี่,7,abc123908,1111111111564
2,6,69,จังหวัดกาญจนบุรี,1,abc123909,1111111111565
1,6,691,จังหวัดกาฬสินธุ์,5,abc123910,1111111111566
2,1,112,จังหวัดกำแพงเพชร,10,abc123911,1111111111567
2,7,685,จังหวัดขอนแก่น,5,abc123912,1111111111568
2,10,98,จังหวัดจันทบุรี,2,abc123913,1111111111569
1,7,544,จังหวัดฉะเชิงเทรา,14,abc123914,1111111111570
1,4,864,จังหวัดชลบุรี,5,abc123915,1111111111571
2,8,103,จังหวัดชัยนาท,1,abc123916,1111111111572
1,12,86,จังหวัดชัยภูมิ,3,abc123917,1111111111573
2,10,443,จังหวัดชุมพร,11,abc123918,1111111111574
2,7,802,จังหวัดเชียงราย,11,abc123919,1111111111575
2,14,58,จังหวัดเชียงใหม่,1,abc123920,1111111111576
2,12,259,จังหวัดตรัง,1,abc123921,1111111111577
1,8,590,จังหวัดตราด,3,abc123922,1111111111578
2,5,302,จังหวัดตาก,1,abc123923,1111111111579
2,14,641,จังหวัดนครนายก,2,abc123924,1111111111580
2,12,948,จังหวัดนครปฐม,1,abc123925,1111111111581
1,13,583,จังหวัดนครพนม,11,abc123926,1111111111582
1,10,652,จังหวัดนครราชสีมา,13,abc123927,1111111111583
2,2,91,จังหวัดนครศรีธรรมราช,14,abc123928,1111111111584
2,7,253,จังหวัดนครสวรรค์,8,abc123929,1111111111585
1,4,339,จังหวัดนนทบุรี,4,abc123930,1111111111586
1,6,153,จังหวัดนราธิวาส,4,abc123931,1111111111587
2,3,420,จังหวัดน่าน,6,abc123932,1111111111588
2,7,443,จังหวัดบึงกาฬ,13,abc123933,1111111111589
1,6,202,จังหวัดบุรีรัมย์,12,abc123934,1111111111590
2,9,909,จังหวัดปทุมธานี,12,abc123935,1111111111591
2,8,776,จังหวัดประจวบคีรีขันธ์,3,abc123936,1111111111592
1,5,8,จังหวัดปราจีนบุรี,2,abc123937,1111111111593
1,4,59,จังหวัดปัตตานี,5,abc123938,1111111111594
2,8,309,จังหวัดพระนครศรีอยุธยา,4,abc123939,1111111111595
1,9,435,จังหวัดพะเยา,12,abc123940,1111111111596
2,6,958,จังหวัดพังงา,8,abc123941,1111111111597
1,2,465,จังหวัดพัทลุง,13,abc123942,1111111111598
2,12,536,จังหวัดพิจิตร,7,abc123943,1111111111599
2,13,137,จังหวัดพิษณุโลก,7,abc123944,1111111111600
2,8,149,จังหวัดเพชรบุรี,1,abc123945,1111111111601
2,14,495,จังหวัดเพชรบูรณ์,8,abc123946,1111111111602
1,2,657,จังหวัดแพร่,5,abc123947,1111111111603
1,8,472,จังหวัดภูเก็ต,9,abc123948,1111111111604
2,9,950,จังหวัดมหาสารคาม,8,abc123949,1111111111605
2,11,527,จังหวัดมุกดาหาร,5,abc123950,1111111111606
1,14,976,จังหวัดแม่ฮ่องสอน,3,abc123951,1111111111607
1,14,136,จังหวัดยโสธร,6,abc123952,1111111111608
1,7,525,จังหวัดยะลา,13,abc123953,1111111111609
1,14,229,จังหวัดร้อยเอ็ด,9,abc123954,1111111111610
2,9,371,จังหวัดระนอง,1,abc123955,1111111111611
1,1,195,จังหวัดระยอง,8,abc123956,1111111111612
2,3,378,จังหวัดราชบุรี,2,abc123957,1111111111613
1,4,761,จังหวัดลพบุรี,3,abc123958,1111111111614
2,11,280,จังหวัดลำปาง,14,abc123959,1111111111615
2,13,941,จังหวัดลำพูน,6,abc123960,1111111111616
2,13,565,จังหวัดเลย,1,abc123961,1111111111617
2,3,628,จังหวัดศรีสะเกษ,12,abc123962,1111111111618
1,7,843,จังหวัดสกลนคร,8,abc123963,1111111111619
2,5,504,จังหวัดสงขลา,5,abc123964,1111111111620
1,12,161,จังหวัดสตูล,12,abc123965,1111111111621
2,8,662,จังหวัดสมุทรปราการ,10,abc123966,1111111111622
2,8,467,จังหวัดสมุทรสงคราม,13,abc123967,1111111111623
1,2,195,จังหวัดสมุทรสาคร,9,abc123968,1111111111624
2,1,157,จังหวัดสระแก้ว,7,abc123969,1111111111625
2,7,336,จังหวัดหนองบัวลำภู,12,abc123970,1111111111626
2,13,743,จังหวัดสระบุรี,13,abc123971,1111111111627
2,11,430,จังหวัดสิงห์บุรี,8,abc123972,1111111111628
2,14,945,จังหวัดสุโขทัย,7,abc123973,1111111111629
1,11,980,จังหวัดสุพรรณบุรี,11,abc123974,1111111111630
1,13,210,จังหวัดสุราษฎร์ธานี,5,abc123975,1111111111631
1,11,176,จังหวัดสุรินทร์,10,abc123976,1111111111632
1,13,949,จังหวัดหนองคาย,9,abc123977,1111111111633
2,10,509,จังหวัดอ่างทอง,9,abc123978,1111111111634
1,1,933,จังหวัดอำนาจเจริญ,5,abc123979,1111111111635
2,2,103,จังหวัดอุดรธานี,14,abc123980,1111111111636
2,14,748,จังหวัดอุตรดิตถ์,10,abc123981,1111111111637
2,11,929,จังหวัดอุทัยธานี,6,abc123982,1111111111638
2,7,237,จังหวัดอุบลราชธานี,13,abc123983,1111111111639
2,1,996,จังหวัดกระบี่,11,abc123984,1111111111640
2,4,279,จังหวัดกาญจนบุรี,10,abc123985,1111111111641
2,2,271,จังหวัดกาฬสินธุ์,3,abc123986,1111111111642
2,13,247,จังหวัดกำแพงเพชร,4,abc123987,1111111111643
1,13,533,จังหวัดขอนแก่น,10,abc123988,1111111111644
1,9,270,จังหวัดจันทบุรี,2,abc123989,1111111111645
1,8,555,จังหวัดฉะเชิงเทรา,3,abc123990,1111111111646
1,5,41,จังหวัดชลบุรี,2,abc123991,1111111111647
1,2,235,จังหวัดชัยนาท,14,abc123992,1111111111648
1,9,133,จังหวัดชัยภูมิ,12,abc123993,1111111111649
1,10,75,จังหวัดชุมพร,12,abc123994,1111111111650
2,9,356,จังหวัดเชียงราย,8,abc123995,1111111111651
1,12,252,จังหวัดเชียงใหม่,8,abc123996,1111111111652
2,10,923,จังหวัดตรัง,2,abc123997,1111111111653
1,1,586,จังหวัดตราด,7,abc123998,1111111111654
1,13,770,จังหวัดตาก,10,abc123999,1111111111655
2,3,653,จังหวัดนครนายก,6,abc124000,1111111111656
2,11,828,จังหวัดนครปฐม,12,abc124001,1111111111657
1,1,939,จังหวัดนครพนม,7,abc124002,1111111111658
2,5,207,จังหวัดนครราชสีมา,6,abc124003,1111111111659
2,10,72,จังหวัดนครศรีธรรมราช,2,abc124004,1111111111660
1,10,893,จังหวัดนครสวรรค์,10,abc124005,1111111111661
2,3,353,จังหวัดนนทบุรี,13,abc124006,1111111111662
2,5,412,จังหวัดนราธิวาส,13,abc124007,1111111111663
1,4,872,จังหวัดน่าน,7,abc124008,1111111111664
1,10,324,จังหวัดบึงกาฬ,12,abc124009,1111111111665
1,1,758,จังหวัดบุรีรัมย์,10,abc124010,1111111111666
1,4,793,จังหวัดปทุมธานี,3,abc124011,1111111111667
1,2,481,จังหวัดประจวบคีรีขันธ์,13,abc124012,1111111111668
2,4,757,จังหวัดปราจีนบุรี,4,abc124013,1111111111669
2,4,614,จังหวัดปัตตานี,1,abc124014,1111111111670
2,7,631,จังหวัดพระนครศรีอยุธยา,8,abc124015,1111111111671
